institution_name,country
"aSchool of Biology and Center of Excellence in Phylogeny of Living Organisms, College of Science, University of Tehran, Iran",
"aSchool of Earth Sciences, University of Bristol, Bristol, BS8 1RJ, UK",UK
"aSchool of Earth Sciences, University of Bristol, Wills Memorial Building, Queens Road, Bristol BS8 1RJ, UK",UK
"aSchool of Environment, Science and Engineering. Southern Cross University, PO Box 157, Lismore, NSW, 2480, Australia",Australia
"aSchool of Geography, Geology and Environment, University of Leicester, Leicester LE1 7RH, UK",UK
"aSchool of Life and Environmental Sciences, Centre for Integrative Ecology, Deakin University, 75",
"aSchool of Medical Sciences, Faculty of Biology, Medicine and Health, University of Manchester,",
"aSchoolforEnvironmentalResearch,CharlesDarwinUniversity,Darwin,NorthernTerritory0909,Australia",Australia
"aSchoolforMarineScienceandTechnology,UniversityofMassachusettsDartmouth,706SouthRodneyFrenchBoulevard,NewBedford,MA02744,USA",USA
"aSchoolforMarineScienceandTechnology,UniversityofMassachusettsDartmouth,NewBedford,MA02740,USA",USA
"aSchoolofAnimalBiology(M085),FacultyofNatural&AgriculturalSciences,UniversityofWesternAustralia,35StirlingHighway,Crawley,WA6009,",Australia
"aSchoolofBiological,EarthandEnvironmentalSciences,UniversityCollegeCork,DistilleryFields,NorthMall,Cork,T23N73K,Ireland",Ireland
"aSchoolofBiologicalSciences,MonashUniversity,Clayton,Victoria3800,Australia",Australia
"aSchoolofBiologicalSciences,MonashUniversity,WellingtonRoad,Clayton,Victoria3800,Australia",Australia
"aSchoolofBiologicalSciences,TheUniversityofQueensland,Brisbane,Queensland,Australia",Australia
"aSchoolofBiologicalSciences,TheUniversityofQueensland,Brisbane,Queensland4072,Australia",Australia
"aSchoolofBiologicalSciences,TheUniversityofWesternAustralia,35StirlingHighway,Crawley,WA6009,Australia",Australia
"aSchoolofBiologicalSciences,UniversityofAberdeen,TillydroneAvenue,AberdeenAB242TZ,UK",UK
"aSchoolofBiologicalSciences,UniversityofNebraska,Lincoln,NE68588,USA",USA
"aSchoolofBiologicalSciences,UniversityofWollongong,NorthfieldsAvenue,Wollongong,NSW2522,Australia",Australia
"aSchoolofBiologicalSciences,WashingtonStateUniversity,Box644236,Pullman,WA99164-4236,USA",USA
"aSchoolofBiomedicalSciences,UniversityofQueensland,St.Lucia,QLD4072,Australia",Australia
"aSchoolofEarthandEnvironmentalSciences,JamesCookUniversity,Townsville,Queensland4811,Australia",Australia
"aSchoolofEnvironmentalandLifeSciences,UniversityofNewcastle,Ourimbah,NSW2250,Australia",Australia
"aSchoolofEnvironmentalandLifeSciences,UniversityofNewcastle,Ourimbah,NSW2258,Australia",Australia
"aSchoolofLifeSciences,UniversityofQueensland,Brisbane,QLD4074,Australia",Australia
"aSchoolofMarineBiosciences,KitasatoUniversity,1-15-1Kitasato,Minami-ku,Sagamihara,Kanagawa252-0373,Japan",Japan
"aSchoolofMarineandAtmosphericScience,StonyBrookUniversity,StonyBrook,NY,11794,USA",USA
"aSchoolofOceanSciences,CollegeofNaturalSciences,BangorUniversity,MenaiBridge,Anglesey,LL595AB,Wales,UK",UK
"aSchoolofPhysiotherapyandExerciseScience,GriffithUni(cid:1)ersity,GoldCoastCampus,PMB50GoldCoastMailCentre,",
"aScottishFishImmunologyResearchCentre(SFIRC),SchoolofBiologicalSciences,UniversityofAberdeen,AberdeenAB242TZ,UnitedKingdom",
"aScrippsInstitutionofOceanography,UniversityofCalifornia,SanDiego,9500GilmanDr.,LaJolla,CA92093,USA",USA
"aSeaAroundUs,InstitutefortheOceansandFisheries,UniversityofBritishColumbia,2202MainMall,Vancouver,BC,V6T1Z4,Canada",Canada
"aSeaAroundUsProject,FisheriesCentre,UniversityofBritishColumbia,Vancouver,BC,V6T1Z4,Canada",Canada
"aSharkResearchandConservationProgram,CapeEleutheraInstitute,Eleuthera,Bahamas",
"aSharkResearchandConservationProgram,CapeEleutheraInstitute,Eleuthera,TheBahamas",
"aSharkResearchandConservationProgram,CapeEleutheraInstitute,POBoxEL-26029,RockSound,Eleuthera,TheBahamas",
"aSharkResearchandConservationProgram,TheCapeEleutheraInstitute,POBoxEL-26029,RockSound,Eleuthera,TheBahamas",
"aSharkResearchandConservationProgramattheUniversityofMiami,4600RickenbackerCauseway,Miami,FL33149,UnitedStates",
"aShemyakin-OvchinnikovInstituteofBioorganicChemistryRAS,117997,Miklukho-Maklayastr.,16/10,GSP-7,Moscow,Russia",UK
"aSiberian Federal University, Svobodniy 79, 660041, Krasnoyarsk, luminous bacteria. Role of peroxides. J. Environ. Radioactiv.",
"aSouth Australian Research and Development Institute, Aquatic Sciences, 2 Hamra Ave West Beach, South Australia, 5024, Australia",Australia
"aSouthern Cross University, National Marine Science Centre, Coffs Harbour, NSW, Australia",Australia
"aSouthernCrossUniversity,MilitaryRoad,EastLismore,NewSouthWales,2480,Australia",Australia
"aSouthernSharkEcologyGroup,CollegeofScienceandEngineering,FlindersUniversity,BedfordPark,SA,Australia",Australia
"aSouthernSharkEcologyGroup,SchoolofBiologicalSciences,FlindersUniversity,Adelaide,SouthAustralia5042,Australia",Australia
"aSystemsEcology,LeibnizCenterforTropicalMarineEcology(ZMT),Fahrenheitstrasse6,28359Bremen,Germany",Germany
"aTREES–TourismResearchinEconomics,EnvironsandSociety,North-WestUniversity,11HoffmanStreet,Potchefstroom,2531,SouthAfrica",
"aTasmanianAquacultureandFisheriesInstitute,MarineResearchLaboratories,UniversityofTasmania",
"aTasmanianAquacultureandFisheriesInstitute,MarineResearchLaboratories,UniversityofTasmania,PrivateBag49,Hobart,TAS7001,Australia",Australia
"aThe School for Field Studies, Center for Marine Resource Studies, P.O. Box 007, South Caicos, Turks and Caicos Islands",
"aTheEnvironmentInstituteandSchoolofEarthandEnvironmentalSciences,TheUniversityofAdelaide,SouthAustralia5005,Australia",Australia
"aTheInstituteofStatisticalMathematics,4-6-7Minami-Azabu,Minato-Ku,Tokyo106-8569,Japan",Japan
"aTheInterdisciplinaryCentreforConservationScience,DepartmentofZoology,UniversityofOxford,11aMansfieldRd,Oxford,OX13SZ,",
"aTheInterdisciplinaryCentreforConservationScience,DepartmentofZoology,UniversityofOxford,11aMansfieldRd,Oxford,OX13SZ,UK",UK
"aTheRosenstielSchoolofMarineandAtmosphericScience,UniversityofMiami,Miami,FL,USA",USA
"aTheSchoolofPlantBiology,TheUniversityofWesternAustralia,Crawley6009,WesternAustralia,Australia",Australia
"aTheSwireInstituteofMarineScienceandSchoolofBiologicalSciences,TheUniversityofHongKong,PokfulamRoad,HongKong",
"aTheUWAOceansInstituteandSchoolofPlantBiology(M470),TheUniversityofWesternAustralia,35StirlingHighway,Crawley6009,WA,Australia",Australia
"aTheUniversityoftheSouthPacific,Suva,Fiji",Fiji
"aU.S.GeologicalSurvey,WesternFisheriesResearchCenter,Seattle,WA98115,UnitedStates",
"aUMR 7204 MNHN-UPMC-CNRS Centre d’Ecologie et de Sciences de la COnservation, 43 Rue Buffon, CP135, 75005, Paris, France",France
"aUNC-W,CenterforMarineScience,5600MasonboroLoopRoad,Wilmington,NC28409,USA",USA
"aUdayana University, Bali, Indonesia",Indonesia
"aUniversidad San Francisco de Quito, Galapagos Science Center, Isla San Crist´obal, Islas Gala´pagos, Ecuador",Ecuador
"aUniversity of Hawaii, Department of Zoology, Hawaii Institute of Marine Biology, 46-007 Lilipuna Rd., Kaneohe, HI 96744, United States",United States
"aUniversity of Massachusetts Dartmouth, 285 Old Westport Road, North Dartmouth, MA 02747, USA",USA
"aUniversity of Massachusetts Dartmouth, School for Marine Science and Technology, 200 Mill Road, Suite 325, Fairhaven, MA 02719, USA",USA
"aUniversity of New Hampshire, Molecular, Cellular, and Biomedical Sciences Department, Durham, NH 03824, USA",USA
"aUniversityofMassachusettsDartmouth,285OldWestportRoad,NorthDartmouth,MA02747,USA",USA
"aUniversityofNewEngland,11HillsBeachRd,Biddeford,ME04005,USA",USA
"aUniversityofNewEngland,MarineScienceCenter,11HillsBeachRoad,Biddeford,ME04005,UnitedStates",
"aUniversityofNewEngland,MarineScienceCenter,11Hillsbeachrd,Biddeford,ME04005,USA",USA
"aUniversityofNewEngland,MarineScienceCenter,Biddeford,ME04005,USA",USA
"aUniversityofSouthBohemiainC (cid:1) esk(cid:3)eBud(cid:1)ejovice,FacultyofFisheriesandProtectionofWaters,BohemianResearchCenterofAquacultureandBiodiversity",
"aUniversityofWindsor,DepartmentofBiologicalSciences,Windsor,ON,Canada",Canada
"aVeravalRegionalCentre,ICAR-CentralMarineFisheriesResearchInstitute,Veraval362269,Gujarat,India",India
"aW. Stefan´ski Institute of Parasitology, Polish Academy of Sciences, 51/55 Twarda Street, 00-818 Warsaw, Poland",Poland
"aWadsworthCenter,NewYorkStateDepartmentofHealth,andDepartmentofEnvironmentalHealthSciences,SchoolofPublicHealth,",
"aWater Research Group, Unit for Environmental Sciences and Management, Potchefstroom Campus, North-West University, 11 Hofmann Street, Potchefstroom 2520,",
"aWestern Australian Fisheries and Marine Research Laboratories, Department of Fisheries of Western Australia, PO Box 20, North Beach, WA 6920, Australia",Australia
"abundance,avoidingsettingonray-associatedtunaschools,andadoptingbest-practicemethodsofreturningrays",
abundant bottom-dwelling shark in the north-east Atlantic (Ellis & researchsurveyscarriedoutbythePortugueseInstitutefortheSea,
"accessibility of food items (i.e. catchable prey), in- Bay is also the location of the University of Hawai’i’s",
"according to Manter, usually involve genera and NSW Department of Agriculture & Fisheries, off",
"acknowledgesongoingsupportfromtheNaturalSciencesand 4DepartmentofArcticandMarineBiology,UiTTheArctic Thechronologypresumesthatsizeandageare",
"acteristics of this species, such as:(1) lowfecundity,producing a 1992;VanderElst,1979).Thesenetswereoriginallyinstitutedto",
"acters, and distribution of the northern and south- Virginia Institute of Marine Science",
active electrodes. Although laboratory studies often produce a larger effect for electrosensory shark deterrents than can be demonstrated,
activities of the Institute of Marine Research (IMR). The,
"activity was depressed until the end of gastrulation and 5309, ‘Leading Scientific School’ N 1211.2008.4; Program",
"acute changes in the laboratory (e.g. bull ray, published studies on the effect of temperature on",
"address: Zoology Department, University of the West Indies, Mona, Kingston 7, Jamaica.",
"adhesiveareasandotheranteriorglandsinMonocotyle TheUniversityofQueensland,Brisbane,Queensland4072,Australia.",Australia
adversehealtheffectsinpeopleconsuminglargequantities(Institute,
"agement zones, such as marine protected areas (MPAs), for such animals are CenterforEcosystemScienceandPolicy,",
"ages of batoid fishes (skates and rays) (Fig. 1a) are fascinating examples, factors, such as 3′ hox genes, initiates an anterior signalling centre anal-",
aggregating devices than in sets on free schools of tuna. The Kenya and Somalia basin,Kenya
"ago, we can use extant species to elucidate highly Australia; Grant sponsor: Department of Zoology, The University of",Australia
"alison.kock@sanparks.org 16DyerIslandConservationTrust,Kleinbaai,SouthAfrica,17SchoolofBiologicalSciences,UniversityofWesternAustralia,",Australia
allmi) dominate the pelagic fish biomass Pacific. The center of abundance appears to be the British,
also is known from off New Zealand (Garrick 1961). Museum of the University of Bergen (catalogue,New Zealand
alsobedownloadedfromtheCenterforOpen,
"amination of papers published since 1933 and the specimens syntypes are deposited at The Department of Zoology, National",
an increase in laboratory studies of metabolic rates used to measure activity or energy expenditure of,
"analysesarealreadyfindingsupportfor Sigel,E.M.,Der,J.P.,Pittermann,J.,etal. UniversityofMaryland,CollegePark,MD,",
"and (4) crushing, (5) grinding and (6) clutching– Island, Department of Biological Sciences, 100 Flagg Rd Kingston,",
and AI-01384 from the National Institute of Al-,
and Ancistrocheirus lesueurii. Diets Avenida La Molina s/n College of Life and Environmental Sciences,
"and Antarctic Studies, University of Tasmania, Hobart,",
"and Antarctic Studies, University of Tasmania, Taroona,",
"and Aquaculture & College of Science 2. To understand the consequences of movement behaviour for protection, we",
and Aquaculture and College of Science,
"and Aquaculture, Hellenic Centre for Marine",
"and Atmospheric Science, University of Miami, 4600 Rickenbacker Causeway, Miami,",
"and Atmospheric Sciences, Stony Brook University, 105 Dana Hall, Stony Brook, NY",
"and Bernal); the Mote Marine Laboratory, The Center for Shark Research, Sarasota, FL 34236 (Bassos-Hull and",
"and Biochemistry, School of Marine Sciences, Cochin",
"and Biomedical Sciences, Texas A&M University, genes (RAG)-mediated somatic recombination of variable (V),",
"and Caicos Islands and † School of Marine and Atmospheric Sciences, Stony Brook",
and Canada were observed for all life 1 Anderson Cabot Center for Ocean Life 5 Integrated Statistics for Northeast Fisheries,Canada
"and Chapman); the Pritzker Laboratory for Molecular Systematics and Evolution, The Field Museum, Chicago, IL 60605",
"and College of Marine and Environmental Sciences, James Cook",
"and College of Science and Engineering, James Cook University, Townsville, QLD, Australia. 6Virginia Institute of",Australia
"and College of Science and Engineering, James Cook partitioning and resource use in facilitating coexistence is",
"and Conservation Biology, University of California,",
"and Conservation Biology, University of California, Davis, Institute for Marine and antarctic Studies, University",
"and Conservation Research Collaborative or send wildlife to rescue centers. 1. S. M. Awoyemi et al., Society for Conservation Biology,",
"and Department of Pharmacology and Therapeutics, University of Florida",
"and DepartmentofBiology, McGill University, 859Sherbrooke StreetWest, Montre´al, Que´becH3A2K6, Canada,–Earth and",Canada
"and Development Institute, 1839) is a coastal pelagic shark of the tropical and subtropical",
"and Development, Faculty of Medicine, University of Geneva, Geneva, Switzerland. 24These authors contributed equally: Ferdinand Marlétaz, Elisa de la Calle-Mustienes, Rafael D. Acemel,",Switzerland
"and Ecology of Aquatic Ecosystems, Faculty of Sciences it the second largest genus after Myxobolus Bütschli, 1882",
"and Engineering, Flinders University, Adelaide, SA 5001, Australia. 7Molecular Fisheries Laboratory, School of",Australia
"and Engineering, James Cook University,",
"and Engineering, James Cook University, Numerous studies have now demonstrated that the most common method of ageing",
"and Engineering, James Cook University, Townsville 4811,",
"and Engineering, King Abdullah University of Science and Technology,",
"and Environmental Sciences Centre, Faculdade de Ciências",
"and Environmental Sciences, James Cook University, Cairns, QLD 4878, Australia. 5School of Biological Sciences,",Australia
"and Environmental Sciences, Newcastle University, 1985; Ryan 2009). The Mediterranean deep-sea fauna is,",
"and Environmental Studies, University of Zurich, 8057 Zurich, Switzerland. 6 Department of Biological and Environmental Sciences, University of",Switzerland
"and Evolutionary Biology, University of Colorado, Boulder, Colorado, 80309, USA, ‡Hawaii Institute of Marine Biology, PO Box 1346,",USA
"and Extension Center, 1815 Popps Ferry Road, Biloxi,",
"and Extension Center, Mississippi State University, Biloxi, MS, United States, 6 Mississippi-Alabama Sea Grant Consortium,",United States
"and Fisheries, Ecosciences Precinct, 41 Boggo Road, and Environmental Sciences, Northeastern University,",
"and Fisheries, Udayana University, Kampus Bukit Jimbaran,",UK
"and Fisheries,Universityofthe Azores,RuaProf. Dr. FredericoMachado, Horta, Azores, Portugal,‡Institute ofMarine",Portugal
"and Henle, by Miss T. M. Aal, Department of Parasitology, A'in",
"and Information Technologies, University of Primorska, Glagoljaška 8, 6000, Koper, Slovenia",Slovenia
"and Inland Waters, Hellenic Centre for",
"and Interdisciplinary Center for Neural Computation, received, in contrast, little attention, although play behavior",
"and Paleoanthropology, Chinese Academy of Sciences (CAS), Beijing, China. 3School of Geography, Earth and Environmental Sciences, University of Birmingham, Birmingham, UK. 4CAS",UK
"and Policy, University of Miami, Coral Gables, FL 33146, (Awruch 2013). Sex hormones, including androgens, proges-",
"and Process Engineering, Queensland University of Technology, Brisbane City QLD 4000, Brisbane, Australia.",Australia
"and Research Center for Integrated Geological Studies, Mihail Kogălniceanu St. 1-4000084, Cluj-Napoca,",
"and Sciences, Western Illinois University Honors Research MarineBiology,CollegeofCharleston,Charleston,SC29412.",
"and Technology, UiT The Arctic University of Norway,",Norway
"and Virginia Institute of Marine Science, Route 1208, Greate Road, Gloucester Point, VA",
"and Wildlife Conservation Commission, Fish and Wildlife Research Institute, 1220 Prospect",
"and Zane); Department of Biological, Geological & Environmental Sciences (BiGeA), School of Sciences, University of",
"and make inferences about evolution. The internal & Cell Biology, South Bend Center for Medical Education, Indiana",India
"and of Threlfall(1969). Williams (1966) also mentioned a new the laboratory. Specimens were stained with Mayer's acid carmine,",
and school sharks (Galeorhinus galeus),
and schooling and vertical movement behaviors put,
and the California Department of Fish and Game (CDFG) in 1994 to track the relative abundance and size,
"and the Pritzker Laboratory for Molecular Systematics and Evolution, Field Museum, Chicago, IL (Feldheim). Colin A.",
and the eastern North Atlantic Ocean 235 Orleans Road 5 Portuguese Institute for the Ocean and,
"and the obligate schooler, Clupea harengus. Members of hammerhead schools vary in size",
"and ¶Marine Science Program, Juraj Dobrila University of Pula, Zagrebacˇka 30, 52100,",
"and4DepartmentofBiology,SectionofZoologyMarineBiology,NationalandKapodistrianUniversityofAthens,",
"and7StateKeyLaboratoryofMarineResourceUtilizationinSouthChinaSea,HainanUniversity,Haikou,China",China
"andAtmospheric Research, University ofHawaii, 2570Dole",
"andAtmosphericAdministration,Pascagoula,MS,UnitedStates,2LouisianaDepartmentofWildlifeandFisheries,New",
